116HG	Prader-Willi Syndrome
IFNG-AS1	Multiple Sclerosis
IFNGR1	Autism Spectrum Disorder
IFNGR2	Multiple Sclerosis
IFNK	Amyotrophic Lateral Sclerosis
IFRD1	Amyotrophic Lateral Sclerosis
IFT140	Epilepsy
IFT27	Alzheimer's Disease
IGBP1	Agenesis Corpus Callosum
IGF1R	Alzheimer's Disease, Glioma
IGFBP-2	Glioma
IGFBP4	Alzheimer's Disease
IGFN1	Muscular Dystrophy
IGH	Alzheimer's Disease
IGSF11	Parkinson's Disease
IGSF23	Alzheimer's Disease, Multiple Sclerosis
IGSF9B	Autism Spectrum Disorder, Parkinson's Disease
IKZF1	Alzheimer's Disease, Multiple Sclerosis
IKZF2	Multiple Sclerosis
IKZF3	Multiple Sclerosis
IL10RB	Multiple Sclerosis, Narcolepsy
IL12A-AS1	Multiple Sclerosis
IL12A	Multiple Sclerosis
IL12B	Multiple Sclerosis
IL13	Glioma
IL-13R2	Glioma
IL-13Rα2	Glioma
IL15RA	Neuroblastoma
IL17B	Charcot-Marie-Tooth Disease
IL17D	Alzheimer's Disease
IL18BP	Autism Spectrum Disorder
IL19	Alzheimer's Disease
IL1R2	Autism Spectrum Disorder, Parkinson's Disease
IL1RAPL1	Autism Spectrum Disorder, Intellectual Disability
IL1RN	Stroke
IL20RA	Multiple Sclerosis
IL20RB	Autism Spectrum Disorder
IL21	Alzheimer's Disease
IL22RA1	Alzheimer's Disease, Multiple Sclerosis
IL22RA2	Multiple Sclerosis
IL23A	Multiple Sclerosis
IL2RA	Multiple Sclerosis
IL4	Stroke
IL6	Glioma, Multiple Sclerosis
IL7	Multiple Sclerosis
IL7R	Multiple Sclerosis
ILDR1	Multiple Sclerosis
ILDR2	Autism Spectrum Disorder
ILF2	Glioma
ILF3	Stroke
IMMP2L	Alzheimer's Disease, Autism Spectrum Disorder, Tourette Syndrome
IMP3	Glioma
IMPA2	Stroke
IMPDH1	Glioma
INA	Autism Spectrum Disorder, Glioma
INAVA	Multiple Sclerosis
INFAR1	Narcolepsy
INHCAP	Alzheimer's Disease, Autism Spectrum Disorder
INO80C	Parkinson's Disease
INO80E	Autism Spectrum Disorder
INPP5D	Alzheimer's Disease
INPP5F	Parkinson's Disease
INPPD5	Alzheimer's Disease
INSIG1	Alzheimer's Disease
INTS8	Multiple Sclerosis
IP6K1	Alzheimer's Disease
IP6K2	Parkinson's Disease
IP6K3	Multiple Sclerosis
IPO13	Autism Spectrum Disorder
IPW	Prader-Willi Syndrome
IQCB1	Multiple Sclerosis
IQCC	Alzheimer's Disease
IQCK	Alzheimer's Disease
IQGAP1	Multiple Sclerosis
IQSEC2	Epilepsy, Intellectual Disability
IQUB	Alzheimer's Disease
IREB2	Autism Spectrum Disorder
IRF1-AS1	Multiple Sclerosis
IRF6	Alzheimer's Disease
IRF8	Multiple Sclerosis
IRS1	Glioma
ISL2	Glioma
ISM1	Parkinson's Disease
IST1	Autism Spectrum Disorder
ISYNA1	Alzheimer's Disease
ITGA1	Alzheimer's Disease
ITGA2B	Parkinson's Disease
ITGA4	Multiple Sclerosis
ITGA6	Alzheimer's Disease
ITGA7	Muscular Dystrophy
ITGA8	Autism Spectrum Disorder, Parkinson's Disease
ITGB2	Alzheimer's Disease
ITGB5	Alzheimer's Disease
ITGB6	Alopecia with Mental Retardation
ITIH1	Autism Spectrum Disorder
ITIH3	Autism Spectrum Disorder, Parkinson's Disease
ITIH4-AS1	Autism Spectrum Disorder
ITIH4	Autism Spectrum Disorder, Parkinson's Disease
ITM2C	Alzheimer's Disease
ITPKB	Alzheimer's Disease, Parkinson's Disease
ITPKC	Alzheimer's Disease
ITPR1	Multiple Sclerosis
ITPR2	Amyotrophic Lateral Sclerosis
ITPR3	Multiple Sclerosis
ITPRIPL2	Alzheimer's Disease
ITSN1	Down Syndrome, Glioma
ITSN2	Alzheimer's Disease
IVD	Coma
JADE2	Alzheimer's Disease, Multiple Sclerosis
JAG1	Glioma
JAK1	Multiple Sclerosis
JAKMIP3	Alzheimer's Disease
JAM2	Down Syndrome
JAM3	Alzheimer's Disease
JAML	Alzheimer's Disease
JARID2	Multiple Sclerosis
JAZF1	Multiple Sclerosis
JCAD	Alzheimer's Disease
JDP2	Multiple Sclerosis
JMJD1C	Autism Spectrum Disorder
JMJD6	Glioma
JPH3	Huntington's Disease
JPT2	Epilepsy
JRK	Epilepsy
K27	Glioma
KALRN	Amyotrophic Lateral Sclerosis, Cerebral Palsy, Stroke
KANK1	Cerebral Palsy, Intellectual Disability
KANSL1	Alzheimer's Disease, Autism Spectrum Disorder, Intellectual Disability, Parkinson's Disease
KANSL1L	Neuroblastoma
KAT6A	Intellectual Disability
KAT8	Alzheimer's Disease, Parkinson's Disease
KATNBL1	Autism Spectrum Disorder
KAZN	Parkinson's Disease
KBTBD8	Alzheimer's Disease
KCNA1	Epilepsy
KCNA2-AS	Neuropathic pain
KCNA2	Epilepsy, Intellectual Disability
KCNA5	Stroke
KCNB1	Epilepsy
KCNB2	Multiple Sclerosis
KCNE2	Stroke
KCNH2	Glioma
KCNIP3	Alzheimer's Disease, Parkinson's Disease
KCNIP4	Autism Spectrum Disorder
KCNJ10	Autism Spectrum Disorder, Epilepsy
KCNJ11	Epilepsy
KCNJ13	Autism Spectrum Disorder
KCNJ15	Down Syndrome
KCNJ6	Down Syndrome
KCNK15	Alzheimer's Disease
KCNK3	Stroke
KCNMA1	Epilepsy
KCNN2	Alzheimer's Disease, Autism Spectrum Disorder
KCNN3	Alzheimer's Disease
KCNN4	Alzheimer's Disease
KCNQ1	Alzheimer's Disease, Stroke
KCNQ1OT1	Alzheimer's Disease
KCNQ2	Alzheimer's Disease, Benign Familial Neonatal Seizures, Epilepsy
KCNQ3	Autism Spectrum Disorder, Benign Familial Neonatal Seizures, Epilepsy
KCNS3	Amyotrophic Lateral Sclerosis, Parkinson's Disease
KCNT1	Autosomal Dominant Nocturnal Frontal Lobe Epilepsy, Epilepsy
KCNV1	Epilepsy
KCNV2	Alzheimer's Disease
KCP	Multiple Sclerosis
KCTD13	Autism Spectrum Disorder
KCTD16	Autism Spectrum Disorder
KCTD2	Alzheimer's Disease
KCTD7	Epilepsy
KCTD8	Alzheimer's Disease
KDM1B	Alzheimer's Disease
KDM2B	Alzheimer's Disease
KDM3B	Autism Spectrum Disorder
KDM4A	Amyotrophic Lateral Sclerosis, Autism Spectrum Disorder
KDM4A-AS1	Autism Spectrum Disorder
KDM5C	Intellectual Disability
KDM5D	Autism Spectrum Disorder, Glioma
KDM6B	Glioma
KDR	Autism Spectrum Disorder, Glioma
KHDRBS2	Autism Spectrum Disorder
KHDRBS2-OT1	Alzheimer's Disease
KHDRBS3	Autism Spectrum Disorder
KHSRP	Alzheimer's Disease
KIAA0040	Alzheimer's Disease
KIAA0319	Dyslexia
KIAA0513	Amyotrophic Lateral Sclerosis
KIAA0930	Cerebral Palsy
KIAA1549L	Alzheimer's Disease
KIAA2013	Alzheimer's Disease
KIF1A	Tuberous Sclerosis
KIF1B	Charcot-Marie-Tooth Disease, Multiple Sclerosis
KIF20A	Autism Spectrum Disorder
KIF21A	Motor Neurone Disease
KIF21B	Autism Spectrum Disorder, Motor Neurone Disease, Multiple Sclerosis
KIF26B	Alzheimer's Disease, Autism Spectrum Disorder
KIF27	Multiple Sclerosis
KIF3A	Motor Neurone Disease
KIF3C	Alzheimer's Disease
KIF4A	Epilepsy, Intellectual Disability
KIF4B	Glioma
KIF5A	Amyotrophic Lateral Sclerosis
KIF5B	Stroke
KIF5C	Autism Spectrum Disorder, Epilepsy
KIFAP3	Amyotrophic Lateral Sclerosis
KIFC1	Autism Spectrum Disorder
KIR3DL2	Alzheimer's Disease
KIRREL3	Intellectual Disability
KISS1	Glioma
KITLG	Glioma
KIZ	Autism Spectrum Disorder
KLC1	Autism Spectrum Disorder
KLF3	Alzheimer's Disease, Multiple Sclerosis
KLF6	Glioma, Multiple Sclerosis
KLF8	Autism Spectrum Disorder
KLHDC1	Parkinson's Disease
KLHL11	Autism Spectrum Disorder
KLHL29	Parkinson's Disease
KLHL32	Multiple Sclerosis
KLHL35	Alzheimer's Disease
KLHL4	Alzheimer's Disease
KLHL7	Parkinson's Disease
KLK6	Parkinson's Disease
KL	Multiple Sclerosis, Stroke
KLRB1	Glioma
KMT2A	Autism Spectrum Disorder
KMT2C	Glioma
KMT2D	Glioma
KMT2E-AS1	Autism Spectrum Disorder
KMT2E	Autism Spectrum Disorder
KMT5A	Autism Spectrum Disorder
KMT5B	Alzheimer's Disease, Glioma
KPNA1	Parkinson's Disease
KPNA7	Epilepsy
KPNB1	Multiple Sclerosis
KPTN	Epilepsy, Intellectual Disability
KRAS	Glioma
KRIT1	Stroke
KRT18P24	Amyotrophic Lateral Sclerosis
KRT18P45	Alzheimer's Disease
KRTAP4-11	Glioma
KRTAP4-3	Alzheimer's Disease
KRTAP4-7	Glioma
KRTCAP2	Parkinson's Disease
KTN1	Parkinson's Disease
L1CAM	Agenesis Corpus Callosum, Aphasia, Glioma, Hydrocephalus, X-linked Hydrocephalus
L1TD1	Neuroblastoma
L3MBTL2	Autism Spectrum Disorder
L3MBTL3	Multiple Sclerosis
L3MBTL4	Alzheimer's Disease
LA16c-390E6.3	Autism Spectrum Disorder
LAMA1	Alzheimer's Disease
LAMA2	Epilepsy, Muscular Dystrophy
LAMA3	Amyotrophic Lateral Sclerosis
LAMA5	Neuroblastoma
LAMB1	Encephalitis
LAMB3	Glioma
LAMC1	Encephalitis
LAMP1	Alzheimer's Disease
LAMP3	Parkinson's Disease
LAMTOR3	Autism Spectrum Disorder, Glioma
LARGE1	Muscular Dystrophy
LARGE2	Muscular Dystrophy
LARS1	Alzheimer's Disease
LBR	Epilepsy
LCE4A	Alzheimer's Disease
LCE6A	Alzheimer's Disease
LCK	Multiple Sclerosis
LCN6	Multiple Sclerosis
LCORL	Alzheimer's Disease, Parkinson's Disease
LDB1	Alzheimer's Disease
LDB3	Muscular Dystrophy
LDHB	Glioma
LDLRAD4	Parkinson's Disease
LDLR	Glioma
LEF1	Multiple Sclerosis
LEKR1	Multiple Sclerosis
LEMD1	Cerebral Palsy
LEMD2	Alzheimer's Disease
LEPROTL1	Alzheimer's Disease
let-7g-5p	Glioma
LETM2	Autism Spectrum Disorder
LFNG	Alzheimer's Disease
LGALS3	Alzheimer's Disease
LGALS3BP	Alzheimer's Disease
LGI1	Autosomal Dominant Partial Epilepsy with Auditory Features, Epilepsy, Glioma
LGI2	Epilepsy
LGI3	Epilepsy
LGI4	Epilepsy
LGR5	Glioma
LGR6	Restless legs Syndrome
LHCGR	Autism Spectrum Disorder
LHFPL2	Parkinson's Disease
LHFPL3-AS2	Autism Spectrum Disorder
LHFPL3	Autism Spectrum Disorder
LHX1	Alzheimer's Disease
LHX8	Alzheimer's Disease
LIF	Glioma
LIFR	Dysautonomia, Glioma
LILRA2	Alzheimer's Disease
LILRB5	Alzheimer's Disease
LIMCH1	Autism Spectrum Disorder
LIMK2	Multiple Sclerosis
LIMS2	Alzheimer's Disease
LIN28B	Glioma, Neuroblastoma
LINC00032	Narcolepsy
LINC00051	Autism Spectrum Disorder, Parkinson's Disease
LINC00158	Alzheimer's Disease
LINC00163	Narcolepsy
LINC00235	Anorexia Nervosa
LINC00240	Autism Spectrum Disorder
LINC00243	Autism Spectrum Disorder
LINC00271	Multiple Sclerosis, Schizophrenia
LINC00290	Alzheimer's Disease
LINC00299	Intellectual Disability, Neurodevelopmental Disability
LINC00308	Down Syndrome
LINC00336	Autism Spectrum Disorder
LINC00343	Alzheimer's Disease
LINC00376	Autism Spectrum Disorder
LINC00423	Multiple Sclerosis
LINC00458	Stroke
LINC00461	Autism Spectrum Disorder
LINC00467	Neuroblastoma
LINC00474	Intracranial Aneurysm
LINC00476	Parkinson's Disease
LINC00515	Alzheimer's Disease
LINC00558	Epilepsy, Intracranial Aneurysm, Stroke
LINC00578	Major Depression Disorder
LINC00581	West Syndrome
LINC00598	Narcolepsy
LINC00603	Multiple Sclerosis
LINC00618	Glioma
LINC00634	Alzheimer's Disease, Autism Spectrum Disorder
LINC00641	Glioma
LINC00692	Alzheimer's Disease
LINC00693	Parkinson's Disease
LINC00708	Multiple Sclerosis
LINC00709	Stroke
LINC00852	Autism Spectrum Disorder
LINC00877	Alzheimer's Disease
LINC00917	Alzheimer's Disease
LINC00922	Autism Spectrum Disorder
LINC00933	Autism Spectrum Disorder
LINC00942	Autism Spectrum Disorder
LINC01004	Autism Spectrum Disorder
LINC01012	Autism Spectrum Disorder
LINC01015	Autism Spectrum Disorder
LINC01019	Epilepsy
LINC01029	Cognitive Functions and Neuronal plasticity
LINC01060	Alzheimer's Disease
LINC01080	Alzheimer's Disease
LINC01089	Glioma
LINC01090	Post-traumatic Stress Disorder
LINC01108	Multiple Sclerosis
LINC01116	Glioma
LINC01117	Alzheimer's Disease
LINC01122	Alzheimer's Disease
LINC01146	Multiple Sclerosis
LINC01151	Alzheimer's Disease, Autism Spectrum Disorder
LINC01184	Alzheimer's Disease
LINC01185	Alzheimer's Disease, Multiple Sclerosis
LINC01198	Glioma
LINC01237	Intracranial Aneurysm
LINC01239	Autism Spectrum Disorder
LINC01243	Alzheimer's Disease
LINC01262	Parkinson's Disease
LINC01271	Alzheimer's Disease
LINC01287	Amyotrophic Lateral Sclerosis
LINC01288	Autism Spectrum Disorder
LINC01304	Stroke
LINC01353	Multiple Sclerosis
LINC01360	Autism Spectrum Disorder
LINC01394	Stroke
LINC01411	Stroke
LINC01416	Autism Spectrum Disorder
LINC01419	Alzheimer's Disease
LINC01426	Glioma
LINC01436	Down Syndrome
LINC01438	Stroke
LINC01470	Autism Spectrum Disorder
LINC01503	Glioma
LINC01505	Alzheimer's Disease
LINC01547	Down Syndrome
LINC01550	Cerebral Palsy
LINC01556	Autism Spectrum Disorder
LINC01559	Huntington's Disease
LINC01561	Glioma
LINC01574	Glioma
LINC01587	Neuroblastoma
LINC01616	Alzheimer's Disease
LINC01623	Autism Spectrum Disorder
LINC01648	Autism Spectrum Disorder
LINC01671	Alzheimer's Disease
LINC01712	Alzheimer's Disease
LINC01776	Autism Spectrum Disorder
LINC01789	Alzheimer's Disease
LINC01812	Restless legs Syndrome
LINC01868	Alzheimer's Disease
LINC01930	Schizophrenia
LINC01965	Alzheimer's Disease
LINC01967	Multiple Sclerosis
LINC02006	Stroke
LINC02008	Alzheimer's Disease
LINC02015	Glioma
LINC02033	Autism Spectrum Disorder
LINC02055	Amyotrophic Lateral Sclerosis
LINC02058	Autism Spectrum Disorder
LINC02098	Alzheimer's Disease
LINC02109	Epilepsy
LINC02130	Intracranial Aneurysm
LINC02151	Major Depression Disorder
LINC02152	Major Depression Disorder
LINC02153	Major Depression Disorder
LINC02181	Alzheimer's Disease
LINC02210-CRHR1	Autism Spectrum Disorder
LINC02210	Parkinson's Disease
LINC02214	Alzheimer's Disease
LINC02268	Alzheimer's Disease
LINC02325	Alzheimer's Disease
LINC02378	Restless legs Syndrome
LINC02398	Intracranial Aneurysm
LINC02422	Amyotrophic Lateral Sclerosis
LINC02455	Stroke
LINC02460	Alzheimer's Disease
LINC02477	Narcolepsy
LINC02518	Alzheimer's Disease
LINC02527	Parkinson's Disease
LINC02531	Amyotrophic Lateral Sclerosis
LINC02567	Attention Deficit Hyperactivity Disorder
LINC02580	Multiple Sclerosis
LINC02582	Amyotrophic Lateral Sclerosis
LINC02633	Multiple Sclerosis
LINC02651	Alzheimer's Disease
LINC02653	Alzheimer's Disease
LINC02686	Autism Spectrum Disorder
LINC02699	Alzheimer's Disease
LINC02713	Amyotrophic Lateral Sclerosis
LINC02714	Amyotrophic Lateral Sclerosis
LINC02752	Alzheimer's Disease
LINC02762	Alzheimer's Disease
LINC02763	Alzheimer's Disease
LINC02815	Alzheimer's Disease
LINC02828	Stroke
LINC02885	Parkinson's Disease
LINC-PINT	Autism Spectrum Disorder
LINC-ROR	Glioma
LINGO1	Parkinson's Disease
LINGO2	Alzheimer's Disease, Intracranial Aneurysm
LIPC	Alzheimer's Disease, Amyotrophic Lateral Sclerosis
LIPG	Multiple Sclerosis
LITAF	Charcot-Marie-Tooth Disease
LLGL1	Glioma
LLNLF-65H9.1	Alzheimer's Disease
LMCD1	Narcolepsy
LMF1	Glioma
LMNA	Cerebral Aneurysm, Charcot-Marie-Tooth Disease, Muscular Dystrophy, Stroke
LMNB1	Multiple Sclerosis, Parkinson's Disease
LMNB2	Alzheimer's Disease
LMO1	Neuroblastoma
LMOD3	Alzheimer's Disease
LMX1A	Alzheimer's Disease
lnc-ANXA2R-1	Glioma
lnc-BMP6-106	Glioma
lnc-CRYBA4-52	Glioma
lnc-CXorf36-46	Glioma
lnc-DGCR6-6	Glioma
lnc-DLX2-4	Glioma
lnc-FGF1-9	Glioma
lncGRS-1	Glioma
lnc-IGFBP1-2	Glioma
lnc-LRRC47-78	Glioma
lnc-NPC2-2	Glioma
lnc-PCED1B-5	Glioma
lnc-POTEH-7	Glioma
lnc-RICTOR-54	Glioma
lnc-SLC35F5-3	Glioma
lnc-SPRYD3-1	Glioma
lnc-UBAP2-6	Glioma
lnc-UPF2-5	Glioma
lnc-USP9X-1	Glioma
lnc-ZNF140-1	Glioma
lnc-ZNF705A-7	Glioma
lnc-ZNF852-2	Glioma
LNX1	Alzheimer's Disease
LOC100129203	Multiple Sclerosis
LOC100129500	Alzheimer's Disease
LOC100129636	Autism Spectrum Disorder
LOC100130066	Parkinson's Disease
LOC100130476	Multiple Sclerosis
LOC100130911	Parkinson's Disease
LOC100130985	Parkinson's Disease
LOC100131234	Multiple Sclerosis
LOC100131289	Autism Spectrum Disorder, Parkinson's Disease
LOC100132423	Parkinson's Disease
LOC100132735	Multiple Sclerosis
LOC100270746	Autism Spectrum Disorder
LOC100288892	Parkinson's Disease
LOC100289506	Multiple Sclerosis
LOC100289673	Autism Spectrum Disorder
LOC100294145	Autism Spectrum Disorder
LOC100505625	Multiple Sclerosis
LOC100505776	Epilepsy
LOC100505841	Parkinson's Disease
LOC100506422	Epilepsy
LOC100506457	Multiple Sclerosis
LOC100506746	Amyotrophic Lateral Sclerosis
LOC100507091	Autism Spectrum Disorder
LOC100507283	Autism Spectrum Disorder
LOC100507431	Autism Spectrum Disorder
LOC100507547	Autism Spectrum Disorder
LOC101926892	Multiple Sclerosis
LOC101927229	Autism Spectrum Disorder
LOC101927257	Autism Spectrum Disorder
LOC101927537	Epilepsy
LOC101927686	Multiple Sclerosis
LOC101927815	Amyotrophic Lateral Sclerosis
LOC101927839	Autism Spectrum Disorder
LOC101928304	Multiple Sclerosis
LOC101928435	Multiple Sclerosis
LOC101928519	Alzheimer's Disease
LOC101928782	Autism Spectrum Disorder
LOC101928943	Autism Spectrum Disorder
LOC101928961	Autism Spectrum Disorder
LOC101929282	Multiple Sclerosis
LOC101929340	Autism Spectrum Disorder
LOC101929406	Autism Spectrum Disorder
LOC101929592	Autism Spectrum Disorder
LOC101929829	Autism Spectrum Disorder
LOC102723661	Autism Spectrum Disorder
LOC102723854	Multiple Sclerosis
LOC102724034	Autism Spectrum Disorder
LOC102724084	Intracranial Aneurysm
LOC102724552	Autism Spectrum Disorder
LOC102724661	Autism Spectrum Disorder
LOC102724874	Multiple Sclerosis
LOC103171574	Autism Spectrum Disorder
LOC103611081	Autism Spectrum Disorder
LOC105373605	Alzheimer's Disease
LOC132321	Multiple Sclerosis
LOC152225	Multiple Sclerosis
LOC171391	Autism Spectrum Disorder
LOC257396	Alzheimer's Disease
LOC285501	Multiple Sclerosis
LOC285626	Multiple Sclerosis
LOC285819	Autism Spectrum Disorder
LOC339788	Multiple Sclerosis
LOC339902	Parkinson's Disease
LOC389023	Psychiatric Disease
LOC390956	Alzheimer's Disease
LOC390958	Alzheimer's Disease
LOC399715	Multiple Sclerosis
LOC440300	Autism Spectrum Disorder
LOC541471	Glioma
LOC554223	Autism Spectrum Disorder
LOC642072	Parkinson's Disease
LOC642423	Autism Spectrum Disorder
LOC644246	Parkinson's Disease
LOC645434	Multiple Sclerosis
LOC646938	Autism Spectrum Disorder
LOC728728	Parkinson's Disease
LOXL4	Alzheimer's Disease
LPCAT1	Multiple Sclerosis
LPIN2	Alzheimer's Disease
LPIN3	Multiple Sclerosis
LPP	Multiple Sclerosis
LRAT	Alzheimer's Disease
LRCH1	Stroke
LRFN2	Amyotrophic Lateral Sclerosis
LRIG1	Glioma
LRP12	Autism Spectrum Disorder
LRP1-AS	Alzheimer's Disease
LRP1	Autism Spectrum Disorder
LRP1B	Alzheimer's Disease
LRP2	Agenesis Corpus Callosum
LRP4-AS1	Autism Spectrum Disorder
LRP4	Autism Spectrum Disorder
LRPPRC	Coma
LRRC1	Epilepsy
LRRC27A	Alzheimer's Disease
LRRC2	Alzheimer's Disease
LRRC2-AS1	Alzheimer's Disease
LRRC30	Alzheimer's Disease
LRRC31	Glioma
LRRC34	Multiple Sclerosis
LRRC37A3	Parkinson's Disease
LRRC3	Amyotrophic Lateral Sclerosis, Intracranial Aneurysm
LRRC45	Neuroblastoma
LRRC4C	Autism Spectrum Disorder
LRRC4	Glioma
LRRC58	Autism Spectrum Disorder
LRRC74A	Alzheimer's Disease
LRRFIP2	Autism Spectrum Disorder
LRRK1	Alzheimer's Disease
LRRK2	Parkinson's Disease
LRRN1	Restless legs Syndrome
LRRN3	Autism Spectrum Disorder
LSM1	Autism Spectrum Disorder
LSM2	Autism Spectrum Disorder
LSM7	Parkinson's Disease
LST1	Autism Spectrum Disorder
LTA	Autism Spectrum Disorder
LTB	Autism Spectrum Disorder
LTBR	Multiple Sclerosis
LTK	Parkinson's Disease
LUC7L2	Alzheimer's Disease
LUZP2	Alzheimer's Disease, Autism Spectrum Disorder
LY6G5B	Autism Spectrum Disorder
LY6G5C	Autism Spectrum Disorder
LY6G6C	Autism Spectrum Disorder
LY6G6D	Autism Spectrum Disorder
LY6G6E	Autism Spectrum Disorder
LY6G6F	Autism Spectrum Disorder
LY6K	Glioma
LY86	Multiple Sclerosis
LYPD6B	Autism Spectrum Disorder
LYPLA1P1	Alzheimer's Disease
LYRM4	Friedreich Ataxia
LYVE1	Alzheimer's Disease
LZTFL1	Multiple Sclerosis
LZTR1	Alzheimer's Disease, Glioma
MACC1	Glioma
MACROD2	Alzheimer's Disease, Autism Spectrum Disorder
MAD1L1	Alzheimer's Disease, Autism Spectrum Disorder
MADD	Autism Spectrum Disorder
MAF	Alzheimer's Disease, Multiple Sclerosis
MAGE	Glioma
MAGEL2	Prader-Willi Syndrome
MAG	Glioma
MAGI2	Autism Spectrum Disorder
MAGI3	Neuroblastoma
MAIP1	Autism Spectrum Disorder
MAK	Autism Spectrum Disorder
MALAT1	Amyotrophic lateral Sclerosis, Glioma, Neuroblastoma, Parkinson's Disease, Pituitary Adenoma, Pituitary Neoplasms
MALT1	Alzheimer's Disease, Multiple Sclerosis
MAML2	Glioma
MAML3	Alzheimer's Disease
MAMSTR	Multiple Sclerosis
MAN2A1	Alzheimer's Disease, Autism Spectrum Disorder
MANBA	Epilepsy, Multiple Sclerosis
MANEA	Parkinson's Disease
MAP1LC3A	Alzheimer's Disease
MAP2	Glioma
MAP2K5	Restless legs Syndrome
MAP3K14	Multiple Sclerosis, Parkinson's Disease
MAP3K21	Alzheimer's Disease
MAP4K3	Autism Spectrum Disorder
MAP4K4	Alzheimer's Disease, Autism Spectrum Disorder, Parkinson's Disease
MAP7	Alzheimer's Disease
MAPK10	Autism Spectrum Disorder, Epilepsy, Multiple Sclerosis
MAPK1	Amyotrophic Lateral Sclerosis, Multiple Sclerosis
MAPK3	Autism Spectrum Disorder, Multiple Sclerosis
MAPK7	Alzheimer's Disease
MAPK8IP1	Alzheimer's Disease
MAPT	Alzheimer's Disease, Autism Spectrum Disorder, Motor Neurone Disease, Parkinson's Disease, Progressive Supranuclear Plasy
MAPT-AS1	Parkinson's Disease, Parkinson's Disease
MARCKSL1P1	Intracranial Aneurysm
MARCO	Glioma
MARK2P15	Alzheimer's Disease
MARK3	Autism Spectrum Disorder
MARK4	Alzheimer's Disease
MARS2	Autism Spectrum Disorder
MAS1L	Autism Spectrum Disorder
MAST3	Alzheimer's Disease
MATN4	Alzheimer's Disease
MATR3	Autism Spectrum Disorder
MAX	Glioma
MAZ	Multiple Sclerosis
MB21D2	Alzheimer's Disease
MBD5	Epilepsy, Intellectual Disability
MBNL1	Glioma
MBNL2	Glioma, Parkinson's Disease
MBNL3	Glioma
MBOAT7	Alzheimer's Disease
MCCC1	Parkinson's Disease
MCCD1	Autism Spectrum Disorder
MCEE	Coma
MCF2L2	Alzheimer's Disease
MCF2L	Alzheimer's Disease
MCHR1	Autism Spectrum Disorder
MCHR2-AS1	Psychiatric Disease
MCL1	Multiple Sclerosis
MCTP1	Multiple Sclerosis
MCTP2	Parkinson's Disease
MDC1-AS1	Autism Spectrum Disorder, Glioma
MDC1	Autism Spectrum Disorder
MDGA1	Restless legs Syndrome
MDGA2	Alzheimer's Disease, Parkinson's Disease
MDK	Autism Spectrum Disorder, Neuroblastoma
MDM2	Autism Spectrum Disorder, Glioma
MDM4	Glioma
MECP2	Autism Spectrum Disorder, Rett Syndrome
MED10	Glioma
MED12	Autism Spectrum Disorder
MED12L	Alzheimer's Disease, Parkinson's Disease
MED13	Autism Spectrum Disorder, Parkinson's Disease
MED13L	Intellectual Disability
MED19	Autism Spectrum Disorder
MED23	Intellectual Disability
MED25	Intellectual Disability
MEF2B	Multiple Sclerosis
MEF2C	Alzheimer's Disease, Epilepsy, Multiple Sclerosis
MEF2C-AS1	Alzheimer's Disease, Autism Spectrum Disorder, Prader-willi Syndrome and Angelman Syndrome
MEFV	Alzheimer's Disease, Glioma
MEG3	Glioma, Huntington's Disease, Meningioma, Neuroblastoma, Non-functioning Pituitary Adenoma, Non-functioning Pituitary Neoplasms, Pituitary Adenoma, Pituitary Neoplasms, Stroke
MEG8	Prader-willi Syndrome and Angelman Syndrome
MEGF10	Alzheimer's Disease
MEIS1	Restless legs Syndrome
MEIS2	Intellectual Disability, Restless legs Syndrome
MERTK	Glioma, Multiple Sclerosis
MET	Autism Spectrum Disorder, Glioma, Multiple Sclerosis
METEX14	Glioma
METTL1	Multiple Sclerosis
METTL21C	Alzheimer's Disease
METTL23	Intellectual Disability
METTL24	Alzheimer's Disease
METTL6	Autism Spectrum Disorder
MEX3C	Parkinson's Disease, Stroke
MFN2	Charcot-Marie-Tooth Disease
MFSD13A	Autism Spectrum Disorder
MFSD2A	Alzheimer's Disease
MGAT4B	Alzheimer's Disease
MGAT5	Alzheimer's Disease, Multiple Sclerosis
MGC16025	Autism Spectrum Disorder
MGC45800	Alzheimer's Disease, Multiple Sclerosis
MGMT	Alzheimer's Disease, Glioma
MHC	Autism Spectrum Disorder
MIAT	Alzheimer's Disease, Autism Spectrum Disorder, Schizophrenia
MIB1	Epilepsy, Glioma
MICA	Autism Spectrum Disorder
MICAL2	Alzheimer's Disease, Stroke
MICB	Autism Spectrum Disorder
MICU3	Parkinson's Disease
MIEF1	Alzheimer's Disease
MIF	Glioma
MINK1	Intracranial Aneurysm, Multiple Sclerosis
MIPOL1	Parkinson's Disease
MIR100HG	Multiple Sclerosis, Neuroblastoma, Stroke
MIR137HG	Autism Spectrum Disorder, Schizophrenia
MIR155-3p	Glioma
MIR155HG	Glioma
MIR210HG	Glioma
MIR22HG	Glioma
MIR4300HG	Glioma
MIR4435-2HG	Multiple Sclerosis
MIR6079	Autism Spectrum Disorder
MIR99AHG	Amyotrophic Lateral Sclerosis, Down Syndrome
MKI67	Alzheimer's Disease, Glioma
MKLN1	Autism Spectrum Disorder
MKRN3-AS1	Prader-Willi Syndrome
MKRN3	Prader-Willi Syndrome
MLANA	Multiple Sclerosis
MLH1	Autism Spectrum Disorder
